,fdc_id,data_type,description,food_category_id,publication_date,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel,short_description,nutrient_id,amount,data_points,derivation_id,min,max,median,loq,footnote,min_year_acquired,nutrient_name,unit_name
98880,2171879,branded_food,"APPLE AND CINNAMON FLAVORED FRUIT & GRAIN CEREAL BARS, APPLE AND CINNAMON",,2021-10-28,The Kroger Co.,KROGER,,11110049971,"APPLE & CINNAMON FLAVORED FILLING (SUGAR, , WATER, APPLE PUREE, GLYCERIN, CORN SYRUP, MALTODEXTRIN, APPLE POWDER, PECTIN, CINNAMON, XANTHAN GUM, MALIC ACID, CITRIC ACID, SODIUM ALGINATE, DICALCIUM PHOSPHATE, SODIUM CITRATE, MONO & DIGLYCERIDES, ASCORBIC ACID - A PRESERVATIVE, POTASSIUM SORBATE - A PRESERVATIVE, CALCIUM STEARATE, NATURAL FLAVOR), WHOLE OAT FLOUR, WHOLE WHEAT FLOUR, ENRICHED BLEACHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CANOLA OIL, SOLUBLE CORN FIBER, INVERT SUGAR, WHOLE ROLLED OATS, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, FRUCTOSE, MOLASSES, CANOLA OIL (CANOLA OIL, ASCORBIC ACID - A PRESERVATIVE, ROSEMARY EXTRACT), VITAMINS AND MINERALS (VITAMIN A PALMITATE, CALCIUM CARBONATE, NIACINAMIDE, REDUCED IRON, ZINC OXIDE PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, FOLIC ACID), WHEY POWDER, NATURAL FLAVOR, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORN STARCH, MONOCALCIUM PHOSPHATE, CALCIUM SULFATE), CELLULOSE GUM, HONEY, SODIUM BICARBONATE, SALT, GUAR GUM, SOY LECITHIN, SODIUM PROPIONATE - A PRESERVATIVE, WHEAT GLUTEN, LIQUID WHOLE EGGS.",,37.0,g,,En. tyčinky,LI,31.3 OZ/888 g,2021-02-18,2021-10-28,United States,,,,,1003,2.7,,70.0,,,,,,,Protein,G
98953,2174370,branded_food,"COCONUT & CACAO ORGANIC FIBER + RAW CHOCOLATE VEGAN SUPERFOOD BAR, COCONUT & CACAO",,2021-10-28,Ficosota Marketing New York LLC,LIVITY,,812820020379,"ORGANIC DRIED DATES, ORGANIC COCONUT FLAKES, ORGANIC CASHEW, ORGANIC CACAO POWDER, ORGANIC DARK CHOCOLATE (CHOCOLATE LIQUOR, COCOA POWDER), ORGANIC CACAO BUTTER, ORGANIC COCONUT OIL.",,45.0,g,,En. tyčinky,LI,1.6 oz/45 g,2021-04-27,2021-10-28,United States,,,,,1004,26.67,,70.0,,,,,,,Lipid (tuk),G
98954,2174370,branded_food,"COCONUT & CACAO ORGANIC FIBER + RAW CHOCOLATE VEGAN SUPERFOOD BAR, COCONUT & CACAO",,2021-10-28,Ficosota Marketing New York LLC,LIVITY,,812820020379,"ORGANIC DRIED DATES, ORGANIC COCONUT FLAKES, ORGANIC CASHEW, ORGANIC CACAO POWDER, ORGANIC DARK CHOCOLATE (CHOCOLATE LIQUOR, COCOA POWDER), ORGANIC CACAO BUTTER, ORGANIC COCONUT OIL.",,45.0,g,,En. tyčinky,LI,1.6 oz/45 g,2021-04-27,2021-10-28,United States,,,,,1003,6.67,,70.0,,,,,,,Protein,G
99027,2175270,branded_food,"WHOLE GRAIN SNACK BARS, BANANA CHOCOLATE",,2021-10-28,Cherryvale Farms,CHERRYVALE FARMS,LOVE IT!,856096003247,"UNBLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WHOLE OATS, CANE SUGAR, NON-GMO CANOLA OIL, CHOCOLATE CHIPS (SUGAR, CHOCOLATE, COCOA BUTTER, SOY LECITHIN (AN EMULSIFIER), NATURAL VANILLA EXTRACT), BANANA PUREE (BANANAS, ASCORBIC ACID), ICING (SUGAR, PALM KERNEL OIL, COCOA POWDER, SUNFLOWER LECITHIN (AN EMULSIFIER), SALT), RAISIN PASTE, SORGHUM FLOUR, OAT FIBER, OAT BRAN, XANTHUM GUM, SODIUM ALGINATE, MOLASSES, NATURAL FLAVOR, NATURAL VANILLA FLAVOR, SALT, SODIUM BICARBONATE, BAKING POWDER (MONOCALCIUM PHOSPHATE, SODIUM BICARBONATE, CORN STARCH), CINNAMON",,50.0,g,,En. tyčinky,LI,1.5 oz/43 g,2021-04-27,2021-10-28,United States,,,,,1004,14.0,,70.0,,,,,,,Lipid (tuk),G
99028,2175270,branded_food,"WHOLE GRAIN SNACK BARS, BANANA CHOCOLATE",,2021-10-28,Cherryvale Farms,CHERRYVALE FARMS,LOVE IT!,856096003247,"UNBLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WHOLE OATS, CANE SUGAR, NON-GMO CANOLA OIL, CHOCOLATE CHIPS (SUGAR, CHOCOLATE, COCOA BUTTER, SOY LECITHIN (AN EMULSIFIER), NATURAL VANILLA EXTRACT), BANANA PUREE (BANANAS, ASCORBIC ACID), ICING (SUGAR, PALM KERNEL OIL, COCOA POWDER, SUNFLOWER LECITHIN (AN EMULSIFIER), SALT), RAISIN PASTE, SORGHUM FLOUR, OAT FIBER, OAT BRAN, XANTHUM GUM, SODIUM ALGINATE, MOLASSES, NATURAL FLAVOR, NATURAL VANILLA FLAVOR, SALT, SODIUM BICARBONATE, BAKING POWDER (MONOCALCIUM PHOSPHATE, SODIUM BICARBONATE, CORN STARCH), CINNAMON",,50.0,g,,En. tyčinky,LI,1.5 oz/43 g,2021-04-27,2021-10-28,United States,,,,,1003,6.0,,70.0,,,,,,,Protein,G
99554,2181683,branded_food,"SALTY CARAMEL PRETZEL FLAVORED NUTRITION BARS, SALTY CARAMEL PRETZEL",,2021-10-28,"McCormick & Company, Inc.",TIGER'S MILK,,810006230185,"CHOCOLATE FLAVORED COATING (SUGAR, WHEY PROTEIN CONCENTRATE, FRACTIONATED PALM KERNEL OIL, COCOA, FRACTIONATED PALM OIL, NATURAL FLAVOR, SOY LECITHIN, BUTTERFAT), CARAMEL LAYER (MALTITOL SYRUP, NONFAT MILK, MILK PROTEIN CONCENTRATE, HEAVY CREAM (CREAM, MILK, CELLULOSE GEL, MILK SOLIDS, CELLULOSE GUM], FRACTIONATED PALM KERNEL OIL, BUTTER (CREAM), WATER, DISODIUM PHOSPHATE, CARAMEL [COLOR], NATURAL FLAVOR, SOY LECITHIN, CARRAGEENAN), SOY PROTEIN ISOLATE, BROWN RICE SYRUP, PRETZELS (ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, VEGETABLE OIL (CORN, CANOLA, AND/OR SOYBEAN), CORN SYRUP, SODIUM BICARBONATE, YEAST), GROUND ALMONDS, GLYCERINE, TAPIOCA SOLIDS, MALTITOL SYRUP, TAPIOCA STARCH, HIGH OLEIC SUNFLOWER OIL WITH TOCOPHEROLS ADDED TO PROTECT FLAVOR, BUTTER (CREAM, SALT), SOY LECITHIN, NATURAL FLAVOR, SALT, WATER, NONFAT MILK, FRACTIONATED PALM KERNEL OIL, SODIUM CITRATE, CARRAGEENAN.",,60.0,g,,En. tyčinky,LI,25.32 OZ/717 g,2021-08-25,2021-10-28,United States,,,,,1004,15.0,,70.0,,,,,,,Lipid (tuk),G
99555,2181683,branded_food,"SALTY CARAMEL PRETZEL FLAVORED NUTRITION BARS, SALTY CARAMEL PRETZEL",,2021-10-28,"McCormick & Company, Inc.",TIGER'S MILK,,810006230185,"CHOCOLATE FLAVORED COATING (SUGAR, WHEY PROTEIN CONCENTRATE, FRACTIONATED PALM KERNEL OIL, COCOA, FRACTIONATED PALM OIL, NATURAL FLAVOR, SOY LECITHIN, BUTTERFAT), CARAMEL LAYER (MALTITOL SYRUP, NONFAT MILK, MILK PROTEIN CONCENTRATE, HEAVY CREAM (CREAM, MILK, CELLULOSE GEL, MILK SOLIDS, CELLULOSE GUM], FRACTIONATED PALM KERNEL OIL, BUTTER (CREAM), WATER, DISODIUM PHOSPHATE, CARAMEL [COLOR], NATURAL FLAVOR, SOY LECITHIN, CARRAGEENAN), SOY PROTEIN ISOLATE, BROWN RICE SYRUP, PRETZELS (ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, VEGETABLE OIL (CORN, CANOLA, AND/OR SOYBEAN), CORN SYRUP, SODIUM BICARBONATE, YEAST), GROUND ALMONDS, GLYCERINE, TAPIOCA SOLIDS, MALTITOL SYRUP, TAPIOCA STARCH, HIGH OLEIC SUNFLOWER OIL WITH TOCOPHEROLS ADDED TO PROTECT FLAVOR, BUTTER (CREAM, SALT), SOY LECITHIN, NATURAL FLAVOR, SALT, WATER, NONFAT MILK, FRACTIONATED PALM KERNEL OIL, SODIUM CITRATE, CARRAGEENAN.",,60.0,g,,En. tyčinky,LI,25.32 OZ/717 g,2021-08-25,2021-10-28,United States,,,,,1003,23.33,,70.0,,,,,,,Protein,G
100297,2189099,branded_food,"ALMOND COCONUT FLAVORED PROTEIN CHEWY BARS, ALMOND COCONUT",,2021-12-01,"Safeway, Inc.",SIGNATURE SELECT,,21130283590,"ISOLATED SOY PROTEIN, GREEK YOGURT COATING (SUGAR, PALM KERNEL AND/OR PALM OIL, DRY NONFAT GREEK YOGURT [CULTURED SKIM MILK], NONFAT DRY MILK, MILK PROTEIN CONCENTRATE, SOY LECITHIN, LACTIC ACID, NATURAL FLAVOR), FRUCTOOLIGOSACCHARIDES, PEANUTS, ALMONDS, DRIED UNSWEETENED COCONUT, CORN SYRUP, CHICORY ROOT INULIN, CANOLA OIL, GLYCERIN, MALTODEXTRIN, TAPIOCA STARCH, SALT, WHEAT FLAKES, ASCORBIC ACID (PRESERVATIVE), ROSEMARY EXTRACT, NATURAL FLAVOR.",,40.0,g,,En. tyčinky,LI,7.1 oz/201 g,2021-10-11,2021-12-01,United States,,,,,1004,25.0,,70.0,,,,,,,Lipid (tuk),G
100298,2189099,branded_food,"ALMOND COCONUT FLAVORED PROTEIN CHEWY BARS, ALMOND COCONUT",,2021-12-01,"Safeway, Inc.",SIGNATURE SELECT,,21130283590,"ISOLATED SOY PROTEIN, GREEK YOGURT COATING (SUGAR, PALM KERNEL AND/OR PALM OIL, DRY NONFAT GREEK YOGURT [CULTURED SKIM MILK], NONFAT DRY MILK, MILK PROTEIN CONCENTRATE, SOY LECITHIN, LACTIC ACID, NATURAL FLAVOR), FRUCTOOLIGOSACCHARIDES, PEANUTS, ALMONDS, DRIED UNSWEETENED COCONUT, CORN SYRUP, CHICORY ROOT INULIN, CANOLA OIL, GLYCERIN, MALTODEXTRIN, TAPIOCA STARCH, SALT, WHEAT FLAKES, ASCORBIC ACID (PRESERVATIVE), ROSEMARY EXTRACT, NATURAL FLAVOR.",,40.0,g,,En. tyčinky,LI,7.1 oz/201 g,2021-10-11,2021-12-01,United States,,,,,1003,25.0,,70.0,,,,,,,Protein,G
101886,2213512,branded_food,"PEANUT, ALMOND, & DARK CHOCOLATE FLAVORED PROTEIN CHEWY BAR, PEANUT, ALMOND, & DARK CHOCOLATE",,2022-01-06,"Safeway, Inc.",SIGNATURE SELECT,,21130153152,"ROASTED PEANUTS, ALMONDS, SOY PROTEIN ISOLATE, CHICORY ROOT EXTRACT (INULIN), SUGAR, VEGETABLE OIL (PALM KERNEL OIL, HIGH OLEIC CANOLA OIL), TAPIOCA SYRUP, WHEY PROTEIN CONCENTRATE, CORN SYRUP, CONTAINS LESS THAN 2% OF SUNFLOWER SEEDS (SUNFLOWER KERNELS, SALT, VEGETABLE OIL [COTTONSEED OIL AND/OR SUNFLOWER OIL]), VEGETABLE GLYCERIN, RICE STARCH, COCOA (PROCESSED WITH ALKALI), TOASTED COCONUT, WATER, NONFAT DRY MILK, COCOA POWDER, SALT, FRUCTOSE, SOY LECITHIN, NATURAL FLAVORS, XANTHAN GUM, MIXED TOCOPHEROLS (ANTIOXIDANT).",,40.0,g,1 Bar,En. tyčinky,LI,1.4 oz/40 g,2021-11-22,2022-01-06,United States,,,,,1004,27.5,,70.0,,,,,,,Lipid (tuk),G
101887,2213512,branded_food,"PEANUT, ALMOND, & DARK CHOCOLATE FLAVORED PROTEIN CHEWY BAR, PEANUT, ALMOND, & DARK CHOCOLATE",,2022-01-06,"Safeway, Inc.",SIGNATURE SELECT,,21130153152,"ROASTED PEANUTS, ALMONDS, SOY PROTEIN ISOLATE, CHICORY ROOT EXTRACT (INULIN), SUGAR, VEGETABLE OIL (PALM KERNEL OIL, HIGH OLEIC CANOLA OIL), TAPIOCA SYRUP, WHEY PROTEIN CONCENTRATE, CORN SYRUP, CONTAINS LESS THAN 2% OF SUNFLOWER SEEDS (SUNFLOWER KERNELS, SALT, VEGETABLE OIL [COTTONSEED OIL AND/OR SUNFLOWER OIL]), VEGETABLE GLYCERIN, RICE STARCH, COCOA (PROCESSED WITH ALKALI), TOASTED COCONUT, WATER, NONFAT DRY MILK, COCOA POWDER, SALT, FRUCTOSE, SOY LECITHIN, NATURAL FLAVORS, XANTHAN GUM, MIXED TOCOPHEROLS (ANTIOXIDANT).",,40.0,g,1 Bar,En. tyčinky,LI,1.4 oz/40 g,2021-11-22,2022-01-06,United States,,,,,1003,25.0,,70.0,,,,,,,Protein,G
104536,2272698,branded_food,"COCOA BROWNIE PRODUCE IN A BAR, COCOA BROWNIE",,2022-05-23,"MadeHere, LLC",FIELD + FARMER,,810083990002,"BEETS, ALMOND BUTTER, GLUTEN-FREE OATS, COCONUT SUGAR, SUNFLOWER SEEDS, RAISINS, PUMPKIN SEEDS, WHITE RICE FLOUR, BROWN RICE FLOUR, TAPIOCA FLOUR, COCOA POWDER, FLAX SEEDS.",,50.0,g,1 bar,En. tyčinky,LI,1.76 OZ/50 g,2022-04-01,2022-05-23,United States,,,,,1004,20.0,,70.0,,,,,,,Lipid (tuk),G
104537,2272698,branded_food,"COCOA BROWNIE PRODUCE IN A BAR, COCOA BROWNIE",,2022-05-23,"MadeHere, LLC",FIELD + FARMER,,810083990002,"BEETS, ALMOND BUTTER, GLUTEN-FREE OATS, COCONUT SUGAR, SUNFLOWER SEEDS, RAISINS, PUMPKIN SEEDS, WHITE RICE FLOUR, BROWN RICE FLOUR, TAPIOCA FLOUR, COCOA POWDER, FLAX SEEDS.",,50.0,g,1 bar,En. tyčinky,LI,1.76 OZ/50 g,2022-04-01,2022-05-23,United States,,,,,1003,12.0,,70.0,,,,,,,Protein,G
107850,2367071,branded_food,"BLUEBERRY MUFFIN PROTEIN BAR, BLUEBERRY MUFFIN",,2022-12-07,"Quest Nutrition, LLC",QUEST,,888849004614,"PROTEIN BLEND (MILK PROTEIN ISOLATE, WHEY PROTEIN ISOLATE), POLYDEXTROSE (PREBIOTIC FIBER), ALMONDS, WATER, ERYTHRITOL, NATURAL FLAVORS, DRIED BLUEBERRIES, COCOA BUTTER. CONTAINS LESS THAN 2% OF THE FOLLOWING: SOLUBLE CORN FIBER, PALM KERNEL OIL, SEA SALT, CINNAMON, BAKING SODA, SODIUM CASEINATE, XANTHAN GUM, SUCRALOSE, LECITHIN (SUNFLOWER AND/OR SOY LECITHIN), STEVIA SWEETENER.",,60.0,g,1 bar,En. tyčinky,LI,2.12 oz/60 g,2022-09-23,2022-12-07,United States,,,,,1004,11.67,,70.0,,,,,,,Lipid (tuk),G
107851,2367071,branded_food,"BLUEBERRY MUFFIN PROTEIN BAR, BLUEBERRY MUFFIN",,2022-12-07,"Quest Nutrition, LLC",QUEST,,888849004614,"PROTEIN BLEND (MILK PROTEIN ISOLATE, WHEY PROTEIN ISOLATE), POLYDEXTROSE (PREBIOTIC FIBER), ALMONDS, WATER, ERYTHRITOL, NATURAL FLAVORS, DRIED BLUEBERRIES, COCOA BUTTER. CONTAINS LESS THAN 2% OF THE FOLLOWING: SOLUBLE CORN FIBER, PALM KERNEL OIL, SEA SALT, CINNAMON, BAKING SODA, SODIUM CASEINATE, XANTHAN GUM, SUCRALOSE, LECITHIN (SUNFLOWER AND/OR SOY LECITHIN), STEVIA SWEETENER.",,60.0,g,1 bar,En. tyčinky,LI,2.12 oz/60 g,2022-09-23,2022-12-07,United States,,,,,1003,33.33,,70.0,,,,,,,Protein,G
111386,2416528,branded_food,"CHOCOLATE CHIP ENERGY BARS, CHOCOLATE CHIP",,2022-12-22,Clif Bar and Company,CLIF BAR,,722252512161,"ORGANIC ROLLED OATS, ORGANIC BROWN RICE SYRUP, SOY RICE CRISPS (SOY PROTEIN ISOLATE, RICE FLOUR, BARLEY MALT EXTRACT), ORGANIC ROASTED SOYBEANS, ORGANIC TAPIOCA SYRUP, ORGANIC CANE SYRUP, UNSWEETENED CHOCOLATE, CHICORY FIBER, ORGANIC SOY FLOUR, ORGANIC HIGH OLEIC SUNFLOWER OIL, NATURAL FLAVORS, SEA SALT, ORGANIC CINNAMON.",,68.0,g,1 bar,En. tyčinky,LI,43.20 oz/1.22 kg,2022-01-28,2022-12-22,United States,,,,,1004,8.82,,70.0,,,,,,,Lipid (tuk),G
111387,2416528,branded_food,"CHOCOLATE CHIP ENERGY BARS, CHOCOLATE CHIP",,2022-12-22,Clif Bar and Company,CLIF BAR,,722252512161,"ORGANIC ROLLED OATS, ORGANIC BROWN RICE SYRUP, SOY RICE CRISPS (SOY PROTEIN ISOLATE, RICE FLOUR, BARLEY MALT EXTRACT), ORGANIC ROASTED SOYBEANS, ORGANIC TAPIOCA SYRUP, ORGANIC CANE SYRUP, UNSWEETENED CHOCOLATE, CHICORY FIBER, ORGANIC SOY FLOUR, ORGANIC HIGH OLEIC SUNFLOWER OIL, NATURAL FLAVORS, SEA SALT, ORGANIC CINNAMON.",,68.0,g,1 bar,En. tyčinky,LI,43.20 oz/1.22 kg,2022-01-28,2022-12-22,United States,,,,,1003,14.71,,70.0,,,,,,,Protein,G
111782,2422570,branded_food,"VANILLA MOUNTAIN BAR, VANILLA",,2022-12-22,Brown & Haley,BROWN & HALEY,,41770408801,"SUGAR, DRY ROASTED PEANUTS, PALM KERNEL OIL, COCOA POWDER, WHEY POWDER, SKIM MILK POWDER, INVERT SUGAR, CORN SYRUP, SOY LECITHIN (EMULSIFIER), VANILLA (NATURAL FLAVOR) AND CREAM OF TARTAR.",,45.0,g,1 bar,En. tyčinky,LI,1.6 oz/45 g,2022-01-28,2022-12-22,United States,,,,,1004,24.44,,70.0,,,,,,,Lipid (tuk),G
111783,2422570,branded_food,"VANILLA MOUNTAIN BAR, VANILLA",,2022-12-22,Brown & Haley,BROWN & HALEY,,41770408801,"SUGAR, DRY ROASTED PEANUTS, PALM KERNEL OIL, COCOA POWDER, WHEY POWDER, SKIM MILK POWDER, INVERT SUGAR, CORN SYRUP, SOY LECITHIN (EMULSIFIER), VANILLA (NATURAL FLAVOR) AND CREAM OF TARTAR.",,45.0,g,1 bar,En. tyčinky,LI,1.6 oz/45 g,2022-01-28,2022-12-22,United States,,,,,1003,6.67,,70.0,,,,,,,Protein,G
112089,2427912,branded_food,ORGANIC FIT HIGH PROTEIN WEIGHT LOSS BAR,,2022-12-22,"Garden of Life, Inc.",GARDEN OF LIFE,,658010123907,"ORGANIC SOLUBLE TAPIOCA FIBER, ORGANIC VEGETABLE GLYCERIN, ORGANIC PEA PROTEIN, ORGANIC ALMONDS, ORGANIC CHOCOLATE COATING (ORGANIC CACAO NIBS, ORGANIC ERYTHRITOL, ORGANIC TAPIOCA FIBER, ORGANIC COCOA BUTTER, NATURAL LICORICE FLAVOR, ORGANIC STEVIA EXTRACT (LEAF), ORGANIC SUNFLOWER LECITHIN, ORGANIC VANILLA BEAN EXTRACT), ORGANIC PEA CRISPS (ORGANIC PEA PROTEIN, ORGANIC STARCH), ORGANIC SPROUTED BROWN RICE PROTEIN, ORGANIC ACACIA FIBER, ORGANIC CACAO NIBS, ORGANIC FLAVOR, ORGANIC SVETOL GREEN COFFEE BEAN EXTRACT, ORGANIC ASHWAGANDHA, SEA SALT, ORGANIC CINNAMON.",,55.0,g,1 BAR,En. tyčinky,LI,7.76 oz/220 g,2018-11-01,2022-12-22,United States,,,,,1004,14.55,,70.0,,,,,,,Lipid (tuk),G
112090,2427912,branded_food,ORGANIC FIT HIGH PROTEIN WEIGHT LOSS BAR,,2022-12-22,"Garden of Life, Inc.",GARDEN OF LIFE,,658010123907,"ORGANIC SOLUBLE TAPIOCA FIBER, ORGANIC VEGETABLE GLYCERIN, ORGANIC PEA PROTEIN, ORGANIC ALMONDS, ORGANIC CHOCOLATE COATING (ORGANIC CACAO NIBS, ORGANIC ERYTHRITOL, ORGANIC TAPIOCA FIBER, ORGANIC COCOA BUTTER, NATURAL LICORICE FLAVOR, ORGANIC STEVIA EXTRACT (LEAF), ORGANIC SUNFLOWER LECITHIN, ORGANIC VANILLA BEAN EXTRACT), ORGANIC PEA CRISPS (ORGANIC PEA PROTEIN, ORGANIC STARCH), ORGANIC SPROUTED BROWN RICE PROTEIN, ORGANIC ACACIA FIBER, ORGANIC CACAO NIBS, ORGANIC FLAVOR, ORGANIC SVETOL GREEN COFFEE BEAN EXTRACT, ORGANIC ASHWAGANDHA, SEA SALT, ORGANIC CINNAMON.",,55.0,g,1 BAR,En. tyčinky,LI,7.76 oz/220 g,2018-11-01,2022-12-22,United States,,,,,1003,25.45,,70.0,,,,,,,Protein,G
112255,2430487,branded_food,"LEMON DELIGHT HIGH PROTEIN BARS, LEMON DELIGHT",,2022-12-22,"ThinkThin, LLC",THINKTHIN,,753656712031,"PROTEIN BLEND (SOY PROTEIN ISOLATE, WHEY PROTEIN ISOLATE, CALCIUM CASEINATE), COATING (MALTITOL, PALM KERNEL OIL, WHEY PROTEIN CONCENTRATE, SOY LECITHIN, SALT, NATURAL FLAVOR), MALTITOL, GLYCERIN, SOY CRISPS (SOY PROTEIN ISOLATE, TAPIOCA STARCH), ALMONDS, SUNFLOWER OIL, WATER, NATURAL FLAVOR, SUNFLOWER LECITHIN, SEA SALT, ASCORBIC ACID, CITRIC ACID.",,60.0,g,1 BAR,En. tyčinky,LI,21 oz/600 g,2019-10-29,2022-12-22,United States,,,,,1004,15.0,,70.0,,,,,,,Lipid (tuk),G
112256,2430487,branded_food,"LEMON DELIGHT HIGH PROTEIN BARS, LEMON DELIGHT",,2022-12-22,"ThinkThin, LLC",THINKTHIN,,753656712031,"PROTEIN BLEND (SOY PROTEIN ISOLATE, WHEY PROTEIN ISOLATE, CALCIUM CASEINATE), COATING (MALTITOL, PALM KERNEL OIL, WHEY PROTEIN CONCENTRATE, SOY LECITHIN, SALT, NATURAL FLAVOR), MALTITOL, GLYCERIN, SOY CRISPS (SOY PROTEIN ISOLATE, TAPIOCA STARCH), ALMONDS, SUNFLOWER OIL, WATER, NATURAL FLAVOR, SUNFLOWER LECITHIN, SEA SALT, ASCORBIC ACID, CITRIC ACID.",,60.0,g,1 BAR,En. tyčinky,LI,21 oz/600 g,2019-10-29,2022-12-22,United States,,,,,1003,33.33,,70.0,,,,,,,Protein,G
112325,2431770,branded_food,"FRUIT & OAT BAR, COCONUT + STRAWBERRY WITH SUNFLOWER BUTTER",,2022-12-22,"Nurture, Inc.",HAPPYKID,,819573014365,"ORGANIC DATE PASTE (ORGANIC DATES, WATER), ORGANIC WHOLE GRAIN OATS, ORGANIC SUNFLOWER SEED BUTTER, MILLED ORGANIC FLAXSEED, ORGANIC COCONUT, ORGANIC PEAR PUREE, ORGANIC VEGETABLE GLYCERIN, ORGANIC COCONUT OIL, BAKING POWDER (SODIUM BICARBONATE, ORGANIC CORN STARCH, ORGANIC GRAPE JUICE CONCENTRATE EXTRACT), ORGANIC NATURAL FLAVORS, ORGANIC STRAWBERRY PUREE.",,28.0,g,1 BAR,En. tyčinky,LI,4.95 oz/140 g,2021-04-27,2022-12-22,United States,,,,,1004,21.43,,70.0,,,,,,,Lipid (tuk),G
112326,2431770,branded_food,"FRUIT & OAT BAR, COCONUT + STRAWBERRY WITH SUNFLOWER BUTTER",,2022-12-22,"Nurture, Inc.",HAPPYKID,,819573014365,"ORGANIC DATE PASTE (ORGANIC DATES, WATER), ORGANIC WHOLE GRAIN OATS, ORGANIC SUNFLOWER SEED BUTTER, MILLED ORGANIC FLAXSEED, ORGANIC COCONUT, ORGANIC PEAR PUREE, ORGANIC VEGETABLE GLYCERIN, ORGANIC COCONUT OIL, BAKING POWDER (SODIUM BICARBONATE, ORGANIC CORN STARCH, ORGANIC GRAPE JUICE CONCENTRATE EXTRACT), ORGANIC NATURAL FLAVORS, ORGANIC STRAWBERRY PUREE.",,28.0,g,1 BAR,En. tyčinky,LI,4.95 oz/140 g,2021-04-27,2022-12-22,United States,,,,,1003,10.71,,70.0,,,,,,,Protein,G
115714,2477049,branded_food,"BANANA FILLED WITH CHOCOLATE PEANUT BUTTER ORGANIC BAKED ENERGY SNACK BAR, BANANA FILLED WITH CHOCOLATE PEANUT BUTTER",,2023-02-16,Clif Bar and Company,CLIF KID,ZBAR FILLED,722252970053,"PEANUT BUTTER*, TAPIOCA SYRUP*, ROLLED OATS*, OAT FLOUR*, FIG PASTE*, CANE SYRUP*, CANE SUGAR*, HIGH OLEIC SUNFLOWER OIL*, RICE STARCH*, PALM OIL*, BANANA POWDER*, ALKALIZED COCOA*, UNSWEETENED CHOCOLATE*, NATURAL FLAVORS, SEA SALT, COCOA BUTTER*, BAKING SODA, SUNFLOWER LECITHIN, MIXED TOCOPHEROLS (ANTIOXIDANT), SOY LECITHIN*, VANILLA EXTRACT*.",,30.0,g,1 BAR,En. tyčinky,LI,1.06 oz/30 g,2023-01-30,2023-02-16,United States,,,,,1004,20.0,,70.0,,,,,,,Lipid (tuk),G
115715,2477049,branded_food,"BANANA FILLED WITH CHOCOLATE PEANUT BUTTER ORGANIC BAKED ENERGY SNACK BAR, BANANA FILLED WITH CHOCOLATE PEANUT BUTTER",,2023-02-16,Clif Bar and Company,CLIF KID,ZBAR FILLED,722252970053,"PEANUT BUTTER*, TAPIOCA SYRUP*, ROLLED OATS*, OAT FLOUR*, FIG PASTE*, CANE SYRUP*, CANE SUGAR*, HIGH OLEIC SUNFLOWER OIL*, RICE STARCH*, PALM OIL*, BANANA POWDER*, ALKALIZED COCOA*, UNSWEETENED CHOCOLATE*, NATURAL FLAVORS, SEA SALT, COCOA BUTTER*, BAKING SODA, SUNFLOWER LECITHIN, MIXED TOCOPHEROLS (ANTIOXIDANT), SOY LECITHIN*, VANILLA EXTRACT*.",,30.0,g,1 BAR,En. tyčinky,LI,1.06 oz/30 g,2023-01-30,2023-02-16,United States,,,,,1003,10.0,,70.0,,,,,,,Protein,G
