,fdc_id,data_type,description,food_category_id,publication_date,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel,short_description,nutrient_id,amount,data_points,derivation_id,min,max,median,loq,footnote,min_year_acquired,nutrient_name,unit_name
25851,799297,branded_food,COOKIES 'N CREAM PROTEIN BAR,,2020-04-01,"Lifestyle Evolution, Inc.",,,743659126690,"PROTEIN BLEND (SOY PROTEIN ISOLATE, WHEY PROTEIN CONCENTRATE, CALCIUM CASEINATE), GLUCOSE SYRUP, FRUCTOSE, SUGAR, WATER, COCOA (PROCESSED WITH ALKALI), FRACTIONATED PALM KERNEL OIL, CONTAINS 2% OR LESS: GLYCERINE, RICE FLOUR, CANOLA OIL, SOY LECITHIN, TAPIOCA STARCH, NONFAT MILK, PALM OIL, CULTURED WHEY PROTEIN CONCENTRATE, CULTURED NONFAT MILK, CORN STARCH, NATURAL FLAVOR, GUAR GUM, SALT, UNSWEETENED CHOCOLATE, SODIUM BICARBONATE. VITAMINS AND MINERALS: CALCIUM PHOSPHATE, MAGNESIUM OXIDE, ASCORBIC ACID, FERROUS FUMARATE, ALPHA-TOCOPHEROL ACETATE, NIACINAMIDE, ZINC OXIDE, COPPER GLUCONATE, CALCIUM PANTOTHENATE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, VITAMIN A PALMITATE, FOLIC ACID, BIOTIN, POTASSIUM IODIDE, VITAMIN B12.",,75.0,g,1 BAR,En. tyčinky,LI,,2020-02-29,2020-04-01,United States,,,,,1004,6.67,,70.0,,,,,,,Lipid (tuk),G
25852,799297,branded_food,COOKIES 'N CREAM PROTEIN BAR,,2020-04-01,"Lifestyle Evolution, Inc.",,,743659126690,"PROTEIN BLEND (SOY PROTEIN ISOLATE, WHEY PROTEIN CONCENTRATE, CALCIUM CASEINATE), GLUCOSE SYRUP, FRUCTOSE, SUGAR, WATER, COCOA (PROCESSED WITH ALKALI), FRACTIONATED PALM KERNEL OIL, CONTAINS 2% OR LESS: GLYCERINE, RICE FLOUR, CANOLA OIL, SOY LECITHIN, TAPIOCA STARCH, NONFAT MILK, PALM OIL, CULTURED WHEY PROTEIN CONCENTRATE, CULTURED NONFAT MILK, CORN STARCH, NATURAL FLAVOR, GUAR GUM, SALT, UNSWEETENED CHOCOLATE, SODIUM BICARBONATE. VITAMINS AND MINERALS: CALCIUM PHOSPHATE, MAGNESIUM OXIDE, ASCORBIC ACID, FERROUS FUMARATE, ALPHA-TOCOPHEROL ACETATE, NIACINAMIDE, ZINC OXIDE, COPPER GLUCONATE, CALCIUM PANTOTHENATE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, THIAMINE HYDROCHLORIDE, VITAMIN A PALMITATE, FOLIC ACID, BIOTIN, POTASSIUM IODIDE, VITAMIN B12.",,75.0,g,1 BAR,En. tyčinky,LI,,2020-02-29,2020-04-01,United States,,,,,1003,26.67,,70.0,,,,,,,Protein,G
26757,829960,branded_food,"DARK CHOCOLATE COCONUT DIVINE BAR, DARK CHOCOLATE COCONUT",,2020-05-28,"ThinkThin, LLC",,,753656709802,"COCONUT, CHICORY FIBER, BROWN RICE SYRUP, SOY PROTEIN ISOLATE, SUGAR, ORGANIC TAPIOCA SYRUP, WATER, COCOA BUTTER, CHOCOLATE, CASEIN, MILK, CANE SYRUP CRYSTALS, NATURAL FLAVORS, WHEY PROTEIN ISOLATE, SALT, SOY LECITHIN.",,42.0,g,1 BAR,En. tyčinky,LI,,2019-10-29,2020-05-28,United States,,,,,1004,23.81,,70.0,,,,,,,Lipid (tuk),G
26758,829960,branded_food,"DARK CHOCOLATE COCONUT DIVINE BAR, DARK CHOCOLATE COCONUT",,2020-05-28,"ThinkThin, LLC",,,753656709802,"COCONUT, CHICORY FIBER, BROWN RICE SYRUP, SOY PROTEIN ISOLATE, SUGAR, ORGANIC TAPIOCA SYRUP, WATER, COCOA BUTTER, CHOCOLATE, CASEIN, MILK, CANE SYRUP CRYSTALS, NATURAL FLAVORS, WHEY PROTEIN ISOLATE, SALT, SOY LECITHIN.",,42.0,g,1 BAR,En. tyčinky,LI,,2019-10-29,2020-05-28,United States,,,,,1003,14.29,,70.0,,,,,,,Protein,G
27851,880700,branded_food,"WHEY PROTEIN BAR, CHOCOLATE PEANUT BUTTER",,2020-05-28,Pervine Foods LLC ,,,817719020355,"PROTEIN BLEND (WHEY PROTEIN ISOLATE, WHEY PROTEIN CONCENTRATE), SOY PROTEIN ISOLATE, PEANUTS, VEGETABLE GLYCERIN, VEGETABLE OILS (PALM AND PALM KERNEL), SUGAR, SORBITOL, GELATIN [BOVINE], PALM OIL, BROWN RICE FLOUR, MALTITOL, AND WATER. CONTAINS 2% OR LESS OF THE FOLLOWING: CORN SYRUP, COCOA (PROCESSED WITH ALKALI), SALT, SUNFLOWER OIL, MONOGLYCERIDES, DEXTROSE, MALTODEXTRIN, CARAMEL COLOR, VANILLA, SODIUM CASEINATE, PROPYLENE GLYCOL MONO-ESTERS, SOY LECITHIN, NATURAL FLAVORS, TAPIOCA STARCH, SUCRALOSE, ACETYLATED MONOGLYCERIDES, MONO AND DIGLYCERIDES, NATURAL TOCOPHEROLS, BETA-CAROTENE, VITAMIN A PALMITATE, CITRIC ACID, WHEY, POTASSIUM SORBATE, SILICON DIOXIDE, ALMOND, AND BAKING SODA.",,46.0,g,1 BAR,En. tyčinky,LI,,2020-04-15,2020-05-28,United States,,,,,1004,17.39,,70.0,,,,,,,Lipid (tuk),G
27852,880700,branded_food,"WHEY PROTEIN BAR, CHOCOLATE PEANUT BUTTER",,2020-05-28,Pervine Foods LLC ,,,817719020355,"PROTEIN BLEND (WHEY PROTEIN ISOLATE, WHEY PROTEIN CONCENTRATE), SOY PROTEIN ISOLATE, PEANUTS, VEGETABLE GLYCERIN, VEGETABLE OILS (PALM AND PALM KERNEL), SUGAR, SORBITOL, GELATIN [BOVINE], PALM OIL, BROWN RICE FLOUR, MALTITOL, AND WATER. CONTAINS 2% OR LESS OF THE FOLLOWING: CORN SYRUP, COCOA (PROCESSED WITH ALKALI), SALT, SUNFLOWER OIL, MONOGLYCERIDES, DEXTROSE, MALTODEXTRIN, CARAMEL COLOR, VANILLA, SODIUM CASEINATE, PROPYLENE GLYCOL MONO-ESTERS, SOY LECITHIN, NATURAL FLAVORS, TAPIOCA STARCH, SUCRALOSE, ACETYLATED MONOGLYCERIDES, MONO AND DIGLYCERIDES, NATURAL TOCOPHEROLS, BETA-CAROTENE, VITAMIN A PALMITATE, CITRIC ACID, WHEY, POTASSIUM SORBATE, SILICON DIOXIDE, ALMOND, AND BAKING SODA.",,46.0,g,1 BAR,En. tyčinky,LI,,2020-04-15,2020-05-28,United States,,,,,1003,34.78,,70.0,,,,,,,Protein,G
27874,881138,branded_food,"CINNAMON NUT SWIRL PROTEIN BAR, CINNAMON NUT SWIRL",,2020-05-28,Clif Bar and Company,,,722252952875,"SOY PROTEIN ISOLATE, CANE SYRUP*, BROWN RICE SYRUP*, CANE SUGAR*, PALM KERNEL OIL, VEGETABLE GLYCERIN, SOY FLOUR*, ALMOND BUTTER, CHICORY FIBER SYRUP, COCOA BUTTERâ€¡, RICE FLOUR*, RICE STARCH, ROASTED SOYBEANS*, NATURAL FLAVORS, HIGH OLEIC SUNFLOWER OIL*, WALNUTS, SOY LECITHIN, CINNAMON*, SEA SALT, MIXED TOCOPHEROLS (ANTIOXIDANT).",,68.0,g,1 BAR,En. tyčinky,LI,,2020-04-08,2020-05-28,United States,,,,,1004,16.18,,70.0,,,,,,,Lipid (tuk),G
27875,881138,branded_food,"CINNAMON NUT SWIRL PROTEIN BAR, CINNAMON NUT SWIRL",,2020-05-28,Clif Bar and Company,,,722252952875,"SOY PROTEIN ISOLATE, CANE SYRUP*, BROWN RICE SYRUP*, CANE SUGAR*, PALM KERNEL OIL, VEGETABLE GLYCERIN, SOY FLOUR*, ALMOND BUTTER, CHICORY FIBER SYRUP, COCOA BUTTERâ€¡, RICE FLOUR*, RICE STARCH, ROASTED SOYBEANS*, NATURAL FLAVORS, HIGH OLEIC SUNFLOWER OIL*, WALNUTS, SOY LECITHIN, CINNAMON*, SEA SALT, MIXED TOCOPHEROLS (ANTIOXIDANT).",,68.0,g,1 BAR,En. tyčinky,LI,,2020-04-08,2020-05-28,United States,,,,,1003,29.41,,70.0,,,,,,,Protein,G
28200,892654,branded_food,"SALTED CARAMEL FLAVORED PROTEIN BAR, SALTED CARAMEL",,2020-05-28,"ONE Brands, LLC",,,788434107440,"PROTEIN BLEND (WHEY PROTEIN ISOLATE, MILK PROTEIN ISOLATE), FIBER BLEND (ISOMALTO-OLIGOSACCHARIDES [PREBIOTIC FIBER FROM VEGETABLE SOURCE], SOLUBLE VEGETABLE FIBER), VEGETABLE GLYCERIN, MALTITOL, ALMOND BUTTER, PALM KERNEL OIL, NATURAL FLAVORS, NONFAT DRY MILK, SEA SALT, SOY LECITHIN (AN EMULSIFIER), TAPIOCA STARCH, CALCIUM CARBONATE, COCOA POWDER (PROCESSED WITH ALKALI), DISTILLED MONOGLYCERIDES, SUCRALOSE AND COLORED WITH PAPRIKA EXTRACT.",,60.0,g,1 BAR,En. tyčinky,LI,,2020-04-08,2020-05-28,United States,,,,,1004,13.33,,70.0,,,,,,,Lipid (tuk),G
28201,892654,branded_food,"SALTED CARAMEL FLAVORED PROTEIN BAR, SALTED CARAMEL",,2020-05-28,"ONE Brands, LLC",,,788434107440,"PROTEIN BLEND (WHEY PROTEIN ISOLATE, MILK PROTEIN ISOLATE), FIBER BLEND (ISOMALTO-OLIGOSACCHARIDES [PREBIOTIC FIBER FROM VEGETABLE SOURCE], SOLUBLE VEGETABLE FIBER), VEGETABLE GLYCERIN, MALTITOL, ALMOND BUTTER, PALM KERNEL OIL, NATURAL FLAVORS, NONFAT DRY MILK, SEA SALT, SOY LECITHIN (AN EMULSIFIER), TAPIOCA STARCH, CALCIUM CARBONATE, COCOA POWDER (PROCESSED WITH ALKALI), DISTILLED MONOGLYCERIDES, SUCRALOSE AND COLORED WITH PAPRIKA EXTRACT.",,60.0,g,1 BAR,En. tyčinky,LI,,2020-04-08,2020-05-28,United States,,,,,1003,33.33,,70.0,,,,,,,Protein,G
28603,910724,branded_food,"AWESOME APPLE SOFT BAKED MINI BARS, AWESOME APPLE",,2020-05-28,The Kellogg Company ,,,38000224843,"CRUST: WHOLE WHEAT FLOUR, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, VITAMIN B1 [THIAMIN MONONITRATE], VITAMIN B2 [RIBOFLAVIN], FOLIC ACID), SOYBEAN OIL, SOLUBLE CORN FIBER, SUGAR, WHOLE GRAIN OATS, DEXTROSE, FRUCTOSE, CALCIUM CARBONATE, WHEY, SALT, CELLULOSE, NATURAL FLAVORS, POTASSIUM BICARBONATE, CINNAMON, MONO- AND DIGLYCERIDES, SOY LECITHIN, WHEAT GLUTEN, XANTHAN GUM, CARRAGEENAN, NIACINAMIDE, REDUCED IRON, ZINC OXIDE, VITAMIN A PALMITATE, GUAR GUM, VITAMIN B1 (THIAMIN HYDROCHLORIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), FILLING: INVERT SUGAR, FRUCTOSE, VEGETABLE GLYCERIN, MODIFIED FOOD STARCH, APPLE PUREE CONCENTRATE, DEXTROSE, PALM OIL, APPLE POWDER, LEMON JUICE CONCENTRATE, CORNSTARCH, CELLULOSE GEL, SODIUM CITRATE, CELLULOSE GUM, CINNAMON, CITRIC ACID.",,37.0,g,1 POUCH,En. tyčinky,LI,,2020-04-08,2020-05-28,United States,,,,,1004,9.46,,70.0,,,,,,,Lipid (tuk),G
28604,910724,branded_food,"AWESOME APPLE SOFT BAKED MINI BARS, AWESOME APPLE",,2020-05-28,The Kellogg Company ,,,38000224843,"CRUST: WHOLE WHEAT FLOUR, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, VITAMIN B1 [THIAMIN MONONITRATE], VITAMIN B2 [RIBOFLAVIN], FOLIC ACID), SOYBEAN OIL, SOLUBLE CORN FIBER, SUGAR, WHOLE GRAIN OATS, DEXTROSE, FRUCTOSE, CALCIUM CARBONATE, WHEY, SALT, CELLULOSE, NATURAL FLAVORS, POTASSIUM BICARBONATE, CINNAMON, MONO- AND DIGLYCERIDES, SOY LECITHIN, WHEAT GLUTEN, XANTHAN GUM, CARRAGEENAN, NIACINAMIDE, REDUCED IRON, ZINC OXIDE, VITAMIN A PALMITATE, GUAR GUM, VITAMIN B1 (THIAMIN HYDROCHLORIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), FILLING: INVERT SUGAR, FRUCTOSE, VEGETABLE GLYCERIN, MODIFIED FOOD STARCH, APPLE PUREE CONCENTRATE, DEXTROSE, PALM OIL, APPLE POWDER, LEMON JUICE CONCENTRATE, CORNSTARCH, CELLULOSE GEL, SODIUM CITRATE, CELLULOSE GUM, CINNAMON, CITRIC ACID.",,37.0,g,1 POUCH,En. tyčinky,LI,,2020-04-08,2020-05-28,United States,,,,,1003,2.7,,70.0,,,,,,,Protein,G
28634,911206,branded_food,"PEANUT BUTTER MINIS CHEWY BARS, PEANUT BUTTER",,2020-05-28,KIND Inc.,,,602652278921,"OATS, TAPIOCA SYRUP, SUGAR, CANOLA OIL, PEANUT BUTTER (PEANUTS, SEA SALT), HONEY, BROWN RICE, BROWN RICE FLOUR, PALM KERNEL OIL, PEANUT FLOUR, CHICORY ROOT FIBER, MILLET, QUINOA, NONFAT MILK POWDER, SEA SALT, PEANUT OIL, SOY LECITHIN, NATURAL FLAVOR, VITAMIN E (TOCOPHEROLS TO MAINTAIN FRESHNESS).",,23.0,g,1 BAR,En. tyčinky,LI,,2020-04-10,2020-05-28,United States,,,,,1004,17.39,,70.0,,,,,,,Lipid (tuk),G
28635,911206,branded_food,"PEANUT BUTTER MINIS CHEWY BARS, PEANUT BUTTER",,2020-05-28,KIND Inc.,,,602652278921,"OATS, TAPIOCA SYRUP, SUGAR, CANOLA OIL, PEANUT BUTTER (PEANUTS, SEA SALT), HONEY, BROWN RICE, BROWN RICE FLOUR, PALM KERNEL OIL, PEANUT FLOUR, CHICORY ROOT FIBER, MILLET, QUINOA, NONFAT MILK POWDER, SEA SALT, PEANUT OIL, SOY LECITHIN, NATURAL FLAVOR, VITAMIN E (TOCOPHEROLS TO MAINTAIN FRESHNESS).",,23.0,g,1 BAR,En. tyčinky,LI,,2020-04-10,2020-05-28,United States,,,,,1003,8.7,,70.0,,,,,,,Protein,G
30686,987251,branded_food,"BLUEBERRY ALMOND BUTTER NUT BUTTER FILLED ENERGY BARS, BLUEBERRY ALMOND BUTTER",,2020-06-26,Clif Bar and Company,,,722252845610,"INGREDIENTS: NUT BUTTER BLEND* (ALMOND BUTTER*, CASHEW BUTTER*), ROLLED OATS*, OAT FLOUR*, PEA PROTEIN*, BROWN RICE SYRUP*, HIGH OLEIC SUNFLOWER OIL*, DATE PASTE*, RICE STARCH*, CANE SYRUP*, PALM OIL*, CANE SUGAR*, TAPIOCA SYRUP*, RICE FLOUR*, VEGETABLE GLYCERIN, DRIED WILD BLUEBERRIES*, NATURAL FLAVORS, SEA SALT, SUNFLOWER LECITHIN, COCONUT*, MIXED TOCOPHEROLS (ANTIOXIDANT).",,50.0,g,1 bar,En. tyčinky,LI,,2020-05-18,2020-06-26,United States,,,,,1004,22.0,,70.0,,,,,,,Lipid (tuk),G
30687,987251,branded_food,"BLUEBERRY ALMOND BUTTER NUT BUTTER FILLED ENERGY BARS, BLUEBERRY ALMOND BUTTER",,2020-06-26,Clif Bar and Company,,,722252845610,"INGREDIENTS: NUT BUTTER BLEND* (ALMOND BUTTER*, CASHEW BUTTER*), ROLLED OATS*, OAT FLOUR*, PEA PROTEIN*, BROWN RICE SYRUP*, HIGH OLEIC SUNFLOWER OIL*, DATE PASTE*, RICE STARCH*, CANE SYRUP*, PALM OIL*, CANE SUGAR*, TAPIOCA SYRUP*, RICE FLOUR*, VEGETABLE GLYCERIN, DRIED WILD BLUEBERRIES*, NATURAL FLAVORS, SEA SALT, SUNFLOWER LECITHIN, COCONUT*, MIXED TOCOPHEROLS (ANTIOXIDANT).",,50.0,g,1 bar,En. tyčinky,LI,,2020-05-18,2020-06-26,United States,,,,,1003,12.0,,70.0,,,,,,,Protein,G
31342,1024679,branded_food,"SALTED DARK CHOCOLATE FRUIT, NUT & SEED BAR, SALTED DARK CHOCOLATE",,2020-06-26,Clif Bar and Company,,,722252187291,"INGREDIENTS: DATES*, PUMPKIN SEEDS*, ALMONDS*, PEA PROTEIN*, CASHEW BUTTER*, UNSWEETENED CHOCOLATE*, SESAME SEEDS*, SEA SALT, NATURAL FLAVORS, CINNAMON*, ROSEMARY EXTRACT*.",,56.0,g,1 bar,En. tyčinky,LI,,2020-05-06,2020-06-26,United States,,,,,1004,25.0,,70.0,,,,,,,Lipid (tuk),G
31343,1024679,branded_food,"SALTED DARK CHOCOLATE FRUIT, NUT & SEED BAR, SALTED DARK CHOCOLATE",,2020-06-26,Clif Bar and Company,,,722252187291,"INGREDIENTS: DATES*, PUMPKIN SEEDS*, ALMONDS*, PEA PROTEIN*, CASHEW BUTTER*, UNSWEETENED CHOCOLATE*, SESAME SEEDS*, SEA SALT, NATURAL FLAVORS, CINNAMON*, ROSEMARY EXTRACT*.",,56.0,g,1 bar,En. tyčinky,LI,,2020-05-06,2020-06-26,United States,,,,,1003,17.86,,70.0,,,,,,,Protein,G
31780,1041157,branded_food,"ALMOND, BLUEBERRY & OAT SOFT BAKED BAR, ALMOND, BLUEBERRY & OAT",,2020-06-26,Nabisco Biscuit Company,,,44000054670,"INGREDIENTS: ENRICHED FLOUR [WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID], SUGAR, WHOLEGRAIN BUCKWHEAT, CANOLA OIL, ALMONDS, WATER, RICE STARCH, INULIN, WHOLE GRAIN WHEAT FLOUR, DRIED CURRANTS, GLYCERIN, DRIED BLUEBERRIES, GRANOLA (WHOLE GRAIN OATS, WHOLE GRAIN WHEAT, SUGAR, OAT FLOUR, CANOLA OIL, BROWN SUGAR, HONEY, SEA SALT), WHOLE GRAIN OATS, CORNSTARCH, WHOLE GRAIN RYE, BAKING SODA, SOY LECITHIN, SEA SALT, XANTHAN GUM, EGGS, NONFAT MILK, NATURAL FLAVOR, FERRIC ORTHOPHOSPHATE (IRON), NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2).",,45.0,g,1 pack,En. tyčinky,LI,,2020-05-14,2020-06-26,United States,,,,,1004,13.33,,70.0,,,,,,,Lipid (tuk),G
31781,1041157,branded_food,"ALMOND, BLUEBERRY & OAT SOFT BAKED BAR, ALMOND, BLUEBERRY & OAT",,2020-06-26,Nabisco Biscuit Company,,,44000054670,"INGREDIENTS: ENRICHED FLOUR [WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID], SUGAR, WHOLEGRAIN BUCKWHEAT, CANOLA OIL, ALMONDS, WATER, RICE STARCH, INULIN, WHOLE GRAIN WHEAT FLOUR, DRIED CURRANTS, GLYCERIN, DRIED BLUEBERRIES, GRANOLA (WHOLE GRAIN OATS, WHOLE GRAIN WHEAT, SUGAR, OAT FLOUR, CANOLA OIL, BROWN SUGAR, HONEY, SEA SALT), WHOLE GRAIN OATS, CORNSTARCH, WHOLE GRAIN RYE, BAKING SODA, SOY LECITHIN, SEA SALT, XANTHAN GUM, EGGS, NONFAT MILK, NATURAL FLAVOR, FERRIC ORTHOPHOSPHATE (IRON), NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2).",,45.0,g,1 pack,En. tyčinky,LI,,2020-05-14,2020-06-26,United States,,,,,1003,6.67,,70.0,,,,,,,Protein,G
31924,1044519,branded_food,"SAIGON CINNAMON CHOCOLATE BAR, SAIGON CINNAMON CHOCOLATE",,2020-06-26,Dang Foods LLC,,,859908003565,"INGREDIENTS: ALMONDS, CHICORY ROOT FIBER, PEA PROTEIN CRISPS (PEA PROTEIN, RICE FLOUR, CALCIUM CARBONATE), SUNFLOWER SEEDS, PEA PROTEIN, CHOCOLATE, COCOA BUTTER, COCONUT, NATURAL FLAVORS, CHIA SEEDS, SAIGON CINNAMON, SEA SALT, SUNFLOWER LECITHIN, STEVIA EXTRACT, MIXED TOCOPHEROLS (VITAMIN E).",,40.0,g,1 bar,En. tyčinky,LI,,2020-05-19,2020-06-26,United States,,,,,1004,40.0,,70.0,,,,,,,Lipid (tuk),G
31925,1044519,branded_food,"SAIGON CINNAMON CHOCOLATE BAR, SAIGON CINNAMON CHOCOLATE",,2020-06-26,Dang Foods LLC,,,859908003565,"INGREDIENTS: ALMONDS, CHICORY ROOT FIBER, PEA PROTEIN CRISPS (PEA PROTEIN, RICE FLOUR, CALCIUM CARBONATE), SUNFLOWER SEEDS, PEA PROTEIN, CHOCOLATE, COCOA BUTTER, COCONUT, NATURAL FLAVORS, CHIA SEEDS, SAIGON CINNAMON, SEA SALT, SUNFLOWER LECITHIN, STEVIA EXTRACT, MIXED TOCOPHEROLS (VITAMIN E).",,40.0,g,1 bar,En. tyčinky,LI,,2020-05-19,2020-06-26,United States,,,,,1003,22.5,,70.0,,,,,,,Protein,G
33244,1095317,branded_food,"CHOCOLATE RASPBERRY CREME PROTEIN WAFERS, CHOCOLATE RASPBERRY CREME",,2020-09-29,"Optimum Nutrition, Inc.",,,748927061079,"DAIRY PROTEIN BLEND (ACID CASEIN, WHEY PROTEIN ISOLATE), FORTIFIED WHEAT FLOUR (WHEAT FLOUR, CALCIUM CARBONATE, REDUCED IRON, NIACINAMIDE, THIAMIN), HYDROLYZED GELATIN, PALM KERNEL OIL AND FRACTIONATED PALM OIL, SUGAR, FRUCTOSE, COCOA BUTTER, NONFAT DRY MILK, COCOA LIQUOR, SOY LECITHIN, NATURAL AND ARTIFICIAL FLAVOR, MILK FAT, PEA PROTEIN ISOLATE, SOY FLOUR, WATER, SUNFLOWER OIL, BEET JUICE POWDER (COLOR), SALT, SODIUM BICARBONATE, SUCRALOSE, CORN FLOUR.",,41.0,g,2 Wafers,En. tyčinky,LI,,2020-08-20,2020-09-29,United States,,,,,1004,21.95,,70.0,,,,,,,Lipid (tuk),G
33245,1095317,branded_food,"CHOCOLATE RASPBERRY CREME PROTEIN WAFERS, CHOCOLATE RASPBERRY CREME",,2020-09-29,"Optimum Nutrition, Inc.",,,748927061079,"DAIRY PROTEIN BLEND (ACID CASEIN, WHEY PROTEIN ISOLATE), FORTIFIED WHEAT FLOUR (WHEAT FLOUR, CALCIUM CARBONATE, REDUCED IRON, NIACINAMIDE, THIAMIN), HYDROLYZED GELATIN, PALM KERNEL OIL AND FRACTIONATED PALM OIL, SUGAR, FRUCTOSE, COCOA BUTTER, NONFAT DRY MILK, COCOA LIQUOR, SOY LECITHIN, NATURAL AND ARTIFICIAL FLAVOR, MILK FAT, PEA PROTEIN ISOLATE, SOY FLOUR, WATER, SUNFLOWER OIL, BEET JUICE POWDER (COLOR), SALT, SODIUM BICARBONATE, SUCRALOSE, CORN FLOUR.",,41.0,g,2 Wafers,En. tyčinky,LI,,2020-08-20,2020-09-29,United States,,,,,1003,36.59,,70.0,,,,,,,Protein,G
33623,1852853,branded_food,"SPROUTED BAR, PUMPKIN SEED",,2021-07-29,Freeland Foods ,GO RAW,,859888000134,"SPROUTED PUMPKIN SEEDS*, SPROUTED FLAXSEED*, DATES*, RAW AGAVE NECTAR*, CELTIC SEA SALT.",,13.0,g,,En. tyčinky,LI,0.4 oz/13 g,2018-06-29,2021-07-29,United States,,,,,1004,30.77,,70.0,,,,,,,Lipid (tuk),G
33624,1852853,branded_food,"SPROUTED BAR, PUMPKIN SEED",,2021-07-29,Freeland Foods ,GO RAW,,859888000134,"SPROUTED PUMPKIN SEEDS*, SPROUTED FLAXSEED*, DATES*, RAW AGAVE NECTAR*, CELTIC SEA SALT.",,13.0,g,,En. tyčinky,LI,0.4 oz/13 g,2018-06-29,2021-07-29,United States,,,,,1003,15.38,,70.0,,,,,,,Protein,G
33637,1852866,branded_food,"COCONUT SECRET, MINT COCONUT BAR",,2021-07-29,"Leslie's Organics, LLC",COCONUT SECRET,,851492002160,"COCONUT*, REAL CHOCOLATE COATING* (COCOA MASS*, COCONUT CRYSTALS*, COCOA BUTTER*), COCONUT NECTAR*, CACAO NIBS*, COCONUT OIL*, SUNFLOWER LECITHIN, PEPPERMINT OIL*, VANILLA EXTRACT*",,50.0,g,,En. tyčinky,LI,1.75 oz/50 g,2021-05-20,2021-07-29,United States,,,,,1004,48.0,,70.0,,,,,,,Lipid (tuk),G
33638,1852866,branded_food,"COCONUT SECRET, MINT COCONUT BAR",,2021-07-29,"Leslie's Organics, LLC",COCONUT SECRET,,851492002160,"COCONUT*, REAL CHOCOLATE COATING* (COCOA MASS*, COCONUT CRYSTALS*, COCOA BUTTER*), COCONUT NECTAR*, CACAO NIBS*, COCONUT OIL*, SUNFLOWER LECITHIN, PEPPERMINT OIL*, VANILLA EXTRACT*",,50.0,g,,En. tyčinky,LI,1.75 oz/50 g,2021-05-20,2021-07-29,United States,,,,,1003,6.0,,70.0,,,,,,,Protein,G
34134,1860838,branded_food,"PEANUT BUTTER GLUTEN FREE GRANOLA BARS, PEANUT BUTTER",,2021-07-29,"Wal-Mart Stores, Inc.",GREAT VALUE,,78742100265,"ROASTED PEANUTS 22%, INVERTED SUGAR (GLUCOSE, FRUCTOSE), MULTIGRAIN FLAKES (RICE, CORN, SUGAR, SALT), DEXTROSE, PEANUT BUTTER (ROASTED PEANUTS, PALM OIL), SOY, HIGH MALTOSE CORN SYRUP, RICE CRISPIES (RICE, SUGAR, SALT), EMULSIFIER SOY LECITHIN.",,28.350000381469727,g,,En. tyčinky,LI,5 oz/141.75 g,2021-02-24,2021-07-29,United States,,,,,1004,17.64,,70.0,,,,,,,Lipid (tuk),G
34135,1860838,branded_food,"PEANUT BUTTER GLUTEN FREE GRANOLA BARS, PEANUT BUTTER",,2021-07-29,"Wal-Mart Stores, Inc.",GREAT VALUE,,78742100265,"ROASTED PEANUTS 22%, INVERTED SUGAR (GLUCOSE, FRUCTOSE), MULTIGRAIN FLAKES (RICE, CORN, SUGAR, SALT), DEXTROSE, PEANUT BUTTER (ROASTED PEANUTS, PALM OIL), SOY, HIGH MALTOSE CORN SYRUP, RICE CRISPIES (RICE, SUGAR, SALT), EMULSIFIER SOY LECITHIN.",,28.350000381469727,g,,En. tyčinky,LI,5 oz/141.75 g,2021-02-24,2021-07-29,United States,,,,,1003,10.58,,70.0,,,,,,,Protein,G
34588,1866251,branded_food,"DOUBLE CHOCOLATE BROWNIE, DOUBLE CHOCOLATE",,2021-07-29,Nature's Bakery LLC,NATURE'S BAKERY,,47495751031,"WHOLE WHEAT FLOUR, CANE SUGAR SYRUP, DATE PASTE, CANOLA OIL, COCOA POWDER (PROCESSED WITH ALKALI), CANE SUGAR, CHOCOLATE (UNSWEETENED CHOCOLATE, CANE SUGAR, COCOA BUTTER), SEA SALT, FLAXSEED, BAKING SODA.",,57.0,g,,En. tyčinky,LI,12 oz/340 g,2020-07-28,2021-07-29,United States,,,,,1004,10.53,,70.0,,,,,,,Lipid (tuk),G
